final_d,emp_length_int,home_ownership_cat,annual_inc,income_cat,loan_amount,term_cat,application_type_cat,purpose_cat,interest_payment_cat,loan_condition_cat,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment
1032014,7,1,80000,1,12000,1,1,4,1,1,8.9,A,9.13,10411.4,8330.52,516.32,381.04
1012015,2,1,75000,1,7000,1,1,6,1,0,11.71,B,15.57,8331.940085,7000,0,231.54
1032012,8,3,85000,1,35000,2,1,6,2,0,18.64,E,12,28061.33,26825,0,690.56
1102012,1,1,28800,1,1400,1,1,4,1,0,7.9,A,10,1478.87,1400,0,43.81
1012014,10,1,35000,1,16000,2,1,3,2,1,13.49,C,16.22,10343.32,5147.59,1517.32,368.08
1102014,9,1,61200,1,3200,1,1,6,1,0,9.91,B,2.16,3709.1927299999998,3200,0,103.12
1082014,1,1,40000,1,8000,1,1,9,1,0,7.9,A,13.35,8986.263663,8000,0,250.33
1032012,0.5,1,25920,1,11875,2,1,6,1,1,12.69,B,23.75,1185.35,285.76,651.01,268.32
1122013,9,3,54000,1,5000,1,1,7,1,0,6.03,A,3.82,5410.75,5000,0,152.18
1102012,10,1,18000,1,1800,1,1,3,1,0,6.62,A,23.8,1880.09,1800,0,55.27
1102012,5,1,85000,1,35000,1,1,6,1,0,8.9,A,17.73,37304.76,35000,0,1111.37
1062013,5,1,78000,1,18000,1,1,1,1,0,8.9,A,7,19883.16,18000,0,571.56
1032013,10,2,45600,1,14000,1,1,6,1,1,7.9,A,19.74,6130.32,5053.24,0,438.07
1112012,2,1,70000,1,5000,1,1,6,1,0,12.42,B,20.06,5501.16,5000,0,167.08
1062014,4,1,70000,1,8000,1,1,1,2,0,15.96,C,14.04,9993.120439,8000,0,281.1
1012014,9,3,80000,1,10000,1,1,6,1,0,6.03,A,12.99,10840.08,10000,0,304.36
1022014,5,1,50000,1,10000,1,1,6,1,0,7.51,A,4.63,11019.26,10000,0,311.11
1012015,10,3,35000,1,12000,1,1,6,1,0,12.42,B,18.51,14432.91814,12000,0,400.99
1112012,3,3,65000,1,23200,1,1,6,1,0,7.9,A,27.99,24554.42,23199.99,0,725.94
1122015,1,3,84000,1,18000,2,1,1,2,0,15.27,C,11.41,20631.16,13208.94,0,430.78
1012015,10,3,75000,1,4800,1,1,6,2,0,15.27,C,9.3,6005.123936999999,4800,0,167.03
1082014,6,1,35000,1,7300,1,1,6,1,0,11.71,B,16.42,8654.581876999999,7300,0,241.46
1082014,6,1,40000,1,10400,1,1,6,1,0,9.91,B,11.67,12022.8865,10400,0,335.14
1042013,1,3,100000,1,6600,1,1,12,1,0,9.91,B,15.53,7274.62,6600,0,212.69
1012015,7,2,40000,1,12000,1,1,6,1,0,8.9,A,9.45,13715.457830000001,12000,0,381.04
1042013,10,1,52000,1,13250,1,1,6,2,0,17.27,D,23.7,15650.39,13250,0,474.19
1012015,3,1,92500,1,12000,1,1,6,1,0,11.71,B,15.97,14286.72251,12000,0,396.92
1012015,9,1,61000,1,25000,1,1,6,1,0,9.91,B,10.35,29000.835030000002,25000,0,805.63
1012015,10,1,36000,1,6000,1,1,4,1,0,10.65,B,14.43,7033.840265000001,6000,0,195.44
1102013,10,3,68000,1,12000,1,1,1,1,0,7.51,A,7.08,12554.01,12000,0,373.33
1102012,1,1,80000,1,14400,1,1,1,1,0,11.71,B,16.35,15543.7,14400,0,476.3
1012015,10,1,43000,1,10000,1,1,1,1,0,12.42,B,11.58,12026.299659999999,10000,0,334.16
1012015,1,1,150000,2,8000,1,1,1,1,0,11.71,B,2.48,9522.45744,8000,0,264.61
1042013,5,1,50000,1,8000,1,1,1,2,1,16.29,D,13.22,4533.54,2798.78,298.32,282.41
1102013,3,1,70000,1,30000,2,1,3,1,1,12.42,B,0.94,17179.15,8464.18,3001.66,673.72
1102013,6,2,40000,1,18000,2,1,7,2,1,16.77,D,18.42,11229.37,4677.94,1899.49,445.13
1012015,2,2,35000,1,13250,1,1,1,1,0,11.71,B,22.35,15775.487469999998,13250,0,438.26
1012015,6,1,80000,1,14000,1,1,6,2,0,14.27,C,16.21,17282.30673,14000,0,480.33
1032014,10,2,59000,1,20000,2,1,6,2,1,20.3,E,20.91,16063.42,6317.7,1954.88,533.23
1022014,10,1,40000,1,10000,1,1,1,2,0,16.29,D,24.39,12455.59,10000,0,353.01
1102015,5,1,85000,1,35000,2,1,6,2,0,20.3,E,20.16,36085.558280000005,23250,0,619.88
1032014,1,1,55000,1,4000,1,1,6,1,0,6.03,A,7.05,4355.443114,4000,0,121.75
1052014,6,1,110000,2,13000,1,1,6,1,0,9.91,B,8.38,14957.75365,13000,0,418.93
1012015,5,1,100000,1,28000,1,1,1,1,0,12.69,B,12.35,33809.04918,28000,0,939.26
1012013,3,1,62000,1,10000,1,1,6,2,0,13.49,C,11.52,11250.9,10000,0,339.31
1012015,0.5,1,45000,1,20000,1,1,6,1,0,7.9,A,9.25,22527.93726,20000,0,625.81
1102012,5,1,110000,2,18000,1,1,6,1,0,9.91,B,10,19205.83,18000,0,580.05
1102013,3,1,60000,1,9000,2,1,1,2,1,19.91,E,22.56,5227.64,2327.73,0,238
1042015,10,1,61500,1,25000,2,1,6,2,1,18.64,E,12.6,25775.38,13993.4,17.68,643.58
1072014,3,1,33000,1,10000,1,1,4,1,0,11.71,B,8.69,11838.8778,10000,0,330.76
1122014,3,1,61000,1,4200,1,1,1,1,0,6.03,A,8.92,4601.62011,4200,0,127.83
1102012,10,2,78216,1,20000,2,1,6,2,1,15.27,C,10.79,5797.78,2367.51,1024.88,478.64
1082015,1,3,62000,1,18000,2,1,6,2,1,17.27,D,7.82,19767.48,11594.61,0,449.97
1012015,2,1,50964,1,24000,1,1,6,2,0,16.29,D,8.83,30497.29156,24000,0,847.21
1012015,3,1,43680,1,4475,1,1,1,2,0,15.27,C,18.79,5601.556133,4475,0,155.72
1122015,2,3,56000,1,20000,2,1,1,2,0,14.65,C,12.15,22660.12,14758.56,0,472.14
1012015,5,1,50700,1,12000,1,1,1,1,0,12.42,B,22.49,14431.5364,12000,0,400.99
1092015,6.05,3,60000,1,18000,2,1,6,2,0,17.58,D,21.96,26369.52552,18000,0,452.98
1062012,2,1,30000,1,5000,1,1,6,1,1,12.42,B,23.84,833.7,587.51,0,167.08
1102013,5,1,50000,1,3000,1,1,4,1,0,6.03,A,5.5,3207.71,3000,0,91.31
1122015,10,1,75000,1,25000,2,1,6,2,0,19.03,E,19.63,31102.15,17938.36,0,648.93
1122015,3,1,90000,1,18000,2,1,1,2,0,19.03,E,11.32,22392.2,12914.45,0,467.23
1032013,10,1,55000,1,12000,1,1,6,1,1,9.91,B,13,5851.68,4244.34,444.88,386.7
1012015,10,3,50000,1,20000,1,1,4,2,0,15.27,C,4.34,25041.22844,20000,0,695.96
1072014,3,1,84000,1,10000,1,1,6,2,0,13.49,C,13.87,12155.9177,10000,0,339.31
1012014,6,2,155000,2,15000,1,1,6,1,0,12.42,B,17.85,17713.89,15000,0,501.23
1062014,0.5,3,62000,1,12000,1,1,6,1,0,7.9,A,8.71,13448.7262,12000,0,375.49
1122015,2,3,175000,2,20000,2,1,6,1,0,10.65,B,5.23,13903.92,10150.15,0,290.64
1012015,2,1,30000,1,6300,1,1,1,1,0,11.71,B,7.2,7499.1624489999995,6300,0,208.38
1122015,7,1,50000,1,20000,2,1,1,2,0,16.77,D,22.82,23717.44,14559.42,0,494.59
1102012,8,3,208000,3,35000,2,1,6,2,0,17.27,D,7.94,26012.99,23150,0,578.71
1122013,2,3,35004,1,8250,2,1,7,2,0,15.96,C,15.6,10423.49,8250,0,200.45
1122015,7,2,85000,1,20000,2,1,7,1,0,12.69,B,10.21,21660.78,14914.19,0,451.9
1062012,5,1,32000,1,10000,1,1,1,1,1,11.71,B,21.83,1958.97,1186.67,308.22,330.76
1102012,10,3,116400,2,24000,1,1,2,1,1,8.9,A,3.94,8649.71,6036.95,1032.31,762.08
1012015,9,3,40000,1,14400,1,1,6,1,0,12.69,B,20.16,17385.83708,14400,0,483.05
1122014,7,1,34000,1,6000,1,1,1,2,0,14.65,C,21.39,7463.193559,6000,0,206.97
1012015,5,3,73000,1,22000,1,1,6,2,0,15.96,C,22.47,27811.73074,22000,0,773.03
1102012,10,1,57200,1,12000,1,1,6,1,1,11.71,B,16.36,3564.9,2613.54,0,396.92
1012015,0.5,3,114000,2,16000,1,1,6,2,0,16.77,D,17.2,20462.90627,16000,0,568.62
1012015,10,3,90000,1,10000,1,1,6,1,0,10.65,B,11.16,11723.71263,10000,0,325.74
1012016,8,3,54000,1,16000,2,1,7,2,0,19.03,E,16.89,14442.38,8333.95,0,301.76
1102013,2,1,35000,1,10000,1,1,6,1,1,12.69,B,12.03,7690.46,5358.77,660.29,335.45
1032012,7,1,56000,1,3500,1,1,6,2,0,13.49,C,10.35,3615.21,3500,0,118.76
1062014,5,1,35000,1,9600,1,1,6,1,0,9.91,B,16.49,11082.04967,9600,0,309.36
1012015,10,3,40000,1,9875,1,1,6,1,0,7.9,A,24.03,11122.69106,9875,0,309
1012013,2,2,59000,1,21500,2,1,6,2,0,17.58,D,22.86,19857.78,16975,0,427.19
1102012,6,1,48000,1,4800,1,1,6,1,0,7.9,A,13,5080.25,4800,0,150.2
1012015,10,2,85000,1,7800,1,1,8,1,0,6.03,A,0.78,8545.840368000001,7800,0,237.4
1112013,10,3,70000,1,20000,1,1,1,2,0,14.27,C,6.21,23996.94,20000,0,686.18
1052013,4,1,35000,1,9750,1,1,6,1,1,7.51,A,29.04,5150.83,4327.31,0,303.34
1102013,6,3,91000,1,18000,2,1,1,2,0,15.96,C,23.41,18879.1,15050,0,365.67
1042014,9,3,30000,1,5000,1,1,4,1,0,6.03,A,16.48,5451.029788,5000,0,152.18
1092013,4,1,45000,1,9000,1,1,6,2,0,14.65,C,17.01,10750.2,9000,0,310.45
1012015,1,1,55000,1,7200,1,1,6,1,0,7.9,A,11.98,8109.259708,7200,0,225.29
1122015,3,1,53004,1,3000,2,1,4,2,0,19.03,E,10.73,3729.4,2151.55,0,77.88
1122014,10,1,60000,1,25000,2,1,1,2,1,19.42,E,20.04,26721.85,11624.71,3842.06,654.31
1112012,8,2,82000,1,25000,1,1,6,2,0,15.27,C,18.5,28094.27,25000,0,869.95
1012015,10,1,53000,1,10000,1,1,6,2,0,15.96,C,13.09,12641.96658,10000,0,351.38
1062012,5,3,35360,1,8875,1,1,6,1,1,12.69,B,23.11,2046.9,1251.86,266.46,297.72
1012015,10,1,54000,1,15550,1,1,6,1,0,11.71,B,23.36,18510.724980000003,15550,0,514.34
1122015,8,1,65000,1,17000,2,1,6,2,0,15.27,C,16.84,19520.54,12474.13,0,406.85
1012015,5,1,65000,1,7500,1,1,1,1,0,12.69,B,4.41,9051.843018000001,7500,0,251.59
1012015,6,2,28800,1,8875,1,1,6,1,0,8.9,A,24.29,10143.38219,8875,0,281.81
1072014,1,1,42000,1,4500,1,1,1,2,0,17.27,D,4.34,5505.0746899999995,4500,0,161.05
1012015,3,1,36000,1,5800,1,1,6,1,0,12.42,B,21.67,6975.276078,5800,0,193.81
1062014,2,1,40000,1,10000,1,1,6,1,0,11.71,B,22.26,11816.14343,10000,0,330.76
1122013,4,1,50000,1,10000,1,1,1,1,0,9.91,B,19.06,11398.55,10000,0,322.25
1022013,1,1,52000,1,14000,1,1,1,1,0,11.71,B,12.97,15609.96,14000,0,463.07
1122015,3,3,85000,1,25000,2,1,1,2,0,19.03,E,17.15,31161.59,17943.87,0,648.93
1092013,3,1,32000,1,12000,1,1,6,1,1,8.9,A,6.75,8740.16,6603.89,745.46,381.04
1012015,6,2,75000,1,24000,1,1,6,1,0,7.9,A,10.58,27033.33153,24000,0,750.97
1082014,0.5,1,80000,1,14000,1,1,1,2,0,14.27,C,3.3,17230.07652,14000,0,480.33
1012015,7,3,40246,1,12000,1,1,1,1,0,8.9,A,17.08,13736.41119,12000,0,381.04
1122013,3,2,30000,1,15000,2,1,6,1,1,12.69,B,24.76,9543.84,4881.73,1434.48,338.93
1042012,1,1,36000,1,8050,1,1,6,1,1,12.69,B,14.8,1330.92,748.57,254.92,270.04
1012015,6,1,60000,1,5600,1,1,6,1,0,10.65,B,16.36,6564.334175,5600,0,182.42
1122013,3,1,31200,1,7500,1,1,1,1,0,9.91,B,12.35,8548.15,7500,0,241.69
1012015,10,1,90000,1,7000,1,1,1,1,0,11.71,B,12.19,8332.097581,7000,0,231.54
1012015,4,1,40000,1,5400,1,1,6,1,0,7.9,A,10.89,6081.934802000001,5400,0,168.97
1012015,1,1,90000,1,16000,1,1,1,1,0,12.42,B,13.67,19242.01988,16000,0,534.65
1062014,9,3,105000,2,35000,2,1,7,1,0,12.42,B,16.53,34439.9758,27575,0,619.26
1022014,0.5,1,30084,1,6000,2,1,6,1,1,7.9,A,1.68,3662.31,2298.98,526.45,121.38
1122015,10,3,36000,1,4125,2,1,2,1,0,12.69,B,17.73,4457.96,3070.41,0,93.21
1012014,4,1,67000,1,9800,1,1,1,2,0,16.29,D,21.01,12159.38,9800,0,345.95
1122015,10,3,63000,1,15700,2,1,6,2,0,18.25,D,17.43,19209.98,11319.68,0,400.82
1012015,1,1,276000,3,5000,1,1,6,1,0,6.62,A,1.82,5524.936472,5000,0,153.52
1012015,6,1,26400,1,9900,1,1,6,1,0,11.71,B,14.09,11783.13754,9900,0,327.46
1052012,6.05,1,24000,1,4000,1,1,7,1,0,11.71,B,7.5,4185.93,4000,0,132.31
1012015,3,3,68400,1,15000,1,1,6,1,0,11.71,B,5.7,17857.87991,15000,0,496.14
1012015,1,1,29120,1,6250,1,1,6,2,0,15.96,C,20.85,7901.704003,6250,0,219.61
1012015,0.5,1,29120,1,6400,1,1,6,2,0,16.29,D,17.97,8131.319493000001,6400,0,225.93
1122015,10,3,89122,1,8850,2,1,8,2,0,13.49,C,7.67,12021.06002,8850,0,203.6
1012015,4,3,54000,1,12000,1,1,6,2,0,15.27,C,17.07,15021.32581,12000,0,417.58
1042014,5,3,30000,1,15000,1,1,6,1,0,8.9,A,6.48,17018.65061,15000,0,476.3
1122014,4,3,30000,1,6500,1,1,1,2,0,14.27,C,10.12,7994.155556000001,6500,0,223.01
1012015,10,1,50000,1,8000,1,1,1,2,0,15.96,C,16.34,10113.710959999999,8000,0,281.1
1122015,6,3,92000,1,30000,2,1,7,2,0,21.28,F,17.57,25893,14039.85,0,539.47
1122012,10,3,100500,2,15000,1,1,1,2,0,14.65,C,14.56,16915.33,15000,0,517.42
1102013,3,1,40000,1,10200,1,1,6,2,0,14.27,C,16.53,12182.11,10200,0,349.96
1012015,5,3,47000,1,9000,1,1,1,1,0,12.42,B,19.1,10823.10324,9000,0,300.74
1062014,3,3,68000,1,6500,1,1,6,2,0,16.29,D,21.85,8195.242887999999,6500,0,229.46
1102013,8,3,95000,1,23000,2,1,6,2,0,21.28,F,8.94,30964.69,23000,0,625.86
1122014,4,1,39600,1,2000,1,1,1,1,0,7.9,A,5.09,2252.269997,2000,0,62.59
1122014,3,2,30000,1,8000,1,1,6,2,0,13.49,C,14.48,9767.171008,8000,0,271.45
1092013,1,1,30000,1,8875,1,1,6,1,0,7.51,A,28.4,9738.77,8875,0,276.11
1092012,0.5,1,17000,1,1500,1,1,4,2,1,18.64,E,4.59,560.69,300.67,68.75,54.72
1012015,3,1,42000,1,8000,1,1,6,1,0,12.42,B,20.26,9638.08234,8000,0,267.33
1092012,10,1,75000,1,20000,2,1,6,2,1,14.65,C,16.51,3612.52,1819.26,0,399.55
1092014,4,1,42000,1,6500,1,1,1,1,0,11.71,B,6.26,7727.500051000001,6500,0,215
1122013,3,3,27000,1,9600,1,1,6,2,0,13.49,C,10.22,11408.78,9600,0,325.74
1122015,10,3,130000,2,25975,2,1,6,1,0,12.69,B,26.13,17850.84,12290.21,0,372.25
1122014,5,3,46000,1,10000,1,1,7,1,0,7.9,A,10.46,11262.91092,10000,0,312.91
1122014,10,3,80000,1,15000,1,1,6,1,0,12.42,B,5.61,18039.09981,15000,0,501.23
1082014,3,3,45000,1,9000,1,1,6,1,0,6.62,A,22.05,9929.500417,9000,0,276.34
1122014,2,1,72500,1,10000,1,1,1,1,0,7.9,A,27.92,11263.482970000001,10000,0,312.91
1012012,6.05,1,18408,1,1000,1,1,8,2,1,14.65,C,6,91.31,22.24,56.89,34.5
1062013,2,1,30000,1,14000,1,1,6,1,0,7.9,A,15.2,15297.94,14000,0,438.07
1072012,9,1,50000,1,8500,1,1,6,2,1,14.27,C,8.5,2444.63,1378.65,408.75,291.63
1082015,9,1,75000,1,15000,2,1,6,2,0,19.03,E,2.82,22590.20414,15000,0,389.36
1022014,5,3,65000,1,4500,1,1,4,2,0,15.96,C,14.66,5580.11,4500,0,158.12
1122014,10,3,65000,1,3000,1,1,8,1,0,7.51,A,27.91,3358.813405,3000,0,93.34
1122014,4,3,120000,2,10000,1,1,7,1,0,9.91,B,7.98,11597.2666,10000,0,322.25
1092015,5,3,42500,1,21250,2,1,6,2,0,16.77,D,19.93,30769.89365,21250,0,525.5
1022015,2,3,75000,1,33425,2,1,6,2,1,13.49,C,25.71,19893.95,13371.26,10.66,475.63
1122015,8,1,195000,2,35000,2,1,6,2,0,19.42,E,11.72,43947.08,25071.4,0,916.03
1062014,4,1,54990,1,7200,1,1,6,2,0,15.27,C,20.95,8948.247644,7200,0,250.55
1122013,0.5,1,40000,1,18000,2,1,6,1,1,11.71,B,18.18,10850.22,5690.48,1711.17,397.77
1072012,2,3,137000,2,23000,1,1,6,1,0,7.9,A,8.13,23980.67,23000,0,719.68
1112014,10,1,60000,1,20000,2,1,6,2,1,16.77,D,9.46,18799.72,9606.12,1525.73,494.59
1122015,3,1,30120,1,6000,2,1,6,2,0,17.58,D,15.54,7382.84,4486.67,0,151
1122014,1,1,46000,1,7000,1,1,1,1,0,8.9,A,7.9,7999.847926,7000,0,222.28
1072013,8,3,135000,2,21000,1,1,6,1,0,12.69,B,8.52,24283.82,21000.01,0,704.45
1122014,6.05,3,31500,1,8250,1,1,6,1,0,7.51,A,17.87,9236.369059,8250,0,256.67
1122013,10,1,65000,1,13000,1,1,1,1,0,9.91,B,8.82,14817.85,13000,0,418.93
1122014,2,3,78000,1,18000,1,1,6,1,0,6.62,A,6.35,19892.95164,18000,0,552.67
1092014,5,3,60000,1,7200,1,1,4,1,0,6.03,A,2.54,7881.924131999999,7200,0,219.14
1052013,10,1,48000,1,16500,1,1,1,1,0,8.9,A,13.1,18159.26,16500,0,523.93
1122014,0.5,1,25000,1,8125,1,1,6,1,0,7.9,A,24.34,9151.005343,8125,0,254.24
1122014,3,3,82000,1,18800,1,1,6,1,0,7.51,A,13.76,21054.18555,18800,0,584.89
1122012,10,3,82000,1,26800,1,1,1,2,0,19.03,E,21.59,31277.98,26800,0,982.79
1122013,5,3,42000,1,19200,1,1,6,1,0,7.9,A,19.66,21328.13,19200,0,600.78
1022014,3,1,27600,1,12875,2,1,6,2,0,17.58,D,18.7,11208.865740000001,8475,0,213.28
1082012,5,3,38000,1,4000,1,1,1,1,0,12.42,B,19.64,4300.29,4000,0,133.67
1072014,4,1,35000,1,4000,1,1,6,2,0,16.29,D,9.22,5053.377225,4000,0,141.21
1072014,10,2,33000,1,12000,1,1,1,1,0,9.91,B,18.8,13871.418759999999,12000,0,386.7
1012015,10,3,52800,1,2625,1,1,9,1,0,11.71,B,14.52,3124.737614,2625,0,86.83
1122015,10,3,40900,1,18000,2,1,6,2,0,13.49,C,13.7,19847.2,13358.97,0,414.09
1122014,10,1,73882,1,7000,1,1,6,1,0,9.91,B,11.45,8118.350531,7000,0,225.58
1032013,7,3,36000,1,11300,1,1,1,1,0,12.69,B,16.33,12787.19,11300,0,379.06
1092014,10,3,130000,2,4000,1,1,6,1,0,9.91,B,10.05,4634.246725,4000,0,128.9
1042013,10,3,57200,1,8000,1,1,6,1,0,6.03,A,4.72,8517.87,8000,0,243.49
1022013,5,1,51871,1,14400,1,1,6,2,1,18.25,D,7.82,7869.17,4684.23,571.11,522.41
1122014,2,2,15000,1,4375,1,1,6,1,0,12.42,B,13.92,5261.081491,4375,0,146.2
1082014,9,3,70197,1,4100,1,1,1,1,0,7.51,A,6.58,4582.7503,4100,0,127.56
1122014,7,1,47000,1,6000,1,1,4,1,0,8.9,A,14.43,6857.055601000001,6000,0,190.52
1042015,9,1,43000,1,4200,2,1,6,2,1,17.27,D,10.13,4200,2381.46,10.92,105
1082012,6,3,120000,2,4000,1,1,7,1,0,6.62,A,3.89,4152.93,4000,0,122.82
1092013,10,3,86004,1,3000,1,1,4,1,1,10.65,B,13.37,2236.73,1629.41,189.44,97.72
1082013,10,3,75000,1,5400,1,1,2,1,0,12.69,B,8.8,6273.69,5400,0,181.15
1022012,1,1,110000,2,15000,1,1,3,2,1,16.29,D,21.99,1873.45,655.77,815.11,529.51
1102012,3,3,80000,1,20000,2,1,6,2,0,18.64,E,23.47,22955.76,20000,0,514.86
1122014,4,1,44000,1,10400,1,1,1,1,0,12.69,B,19.91,12551.78312,10400,0,348.87
1102014,7,3,51600,1,4500,2,1,6,2,0,17.58,D,22.63,6287.698131,4500,0,113.25
1122014,0.5,1,38500,1,11500,1,1,1,1,0,12.42,B,13.06,13850.70613,11500,0,384.28
1052013,4,1,75000,1,10000,1,1,7,1,0,6.62,A,24.85,10742.42,10000,0,307.04
1102012,10,3,37320,1,18225,2,1,6,2,0,13.49,C,20.8,14876.65,13450,0,309.42
1062013,10,1,55000,1,3600,1,1,6,1,0,8.9,A,5.48,3976.57,3600,0,114.32
1062014,2,1,100000,1,18500,2,1,8,1,0,11.71,B,0.72,16359.11992,13250,0,292.81
1062014,10,3,70000,1,16800,2,1,1,2,0,18.25,D,21.5,22756.20267,16800,0,428.9
1122013,8,1,68000,1,10000,1,1,6,2,1,17.27,D,17.15,8589.12,6067.35,14.7,357.88
1022013,10,3,66000,1,15000,1,1,6,2,0,18.25,D,8.49,17725.93,15000,0,544.17
1052012,8,1,85000,1,8000,1,1,8,1,0,11.71,B,10.22,8371.65,8000,0,264.61
1072012,1,1,83004,1,25000,2,1,6,2,0,16.77,D,13.66,19643.66,17950,0,443.89
1102013,1,1,51000,1,16000,1,1,6,1,1,7.9,A,24.66,11928.62,9323.14,916.96,500.65
1042013,2,1,55000,1,8000,1,1,6,1,0,10.65,B,11.56,8923.71,8000,0,260.59
1122014,10,3,47000,1,7200,1,1,6,1,0,7.51,A,19.74,8061.525709999999,7200,0,224
1102013,4,1,86000,1,12000,1,1,6,1,0,7.51,A,13.3,13098.35,12000,0,373.33
1072012,10,2,48000,1,2200,1,1,6,2,1,15.27,C,5.47,2294,353.21,1758.08,76.56
1122015,10,1,49000,1,20000,2,1,4,1,0,12.69,B,17.78,21677.94,14924.64,0,451.9
1032013,4,3,85000,1,28000,2,1,6,1,0,12.42,B,15.87,31960.6,28000,0,628.81
1122014,2,3,50000,1,6000,1,1,6,1,0,7.51,A,23.86,6717.5257790000005,6000,0,186.67
1122015,10,1,105000,2,25000,2,1,1,2,0,19.42,E,21.13,31388.68,17907.3,0,654.31
1052014,1,1,51204,1,8000,2,1,6,1,1,8.9,A,25.12,4639.04,3271.74,0,165.68
1022012,2,1,42996,1,14400,1,1,6,2,0,15.27,C,0.98,14762.51,14400,0,501.09
1112014,5,1,60000,1,20000,2,1,1,2,0,19.03,E,18.06,19721.82536,13700,0,355.62
1122015,10,3,85000,1,25000,2,1,6,2,0,14.27,C,13.41,22386.62,14739.42,0,467
1122013,3,3,120000,2,14050,1,1,8,1,0,8.9,A,2.21,15808.02,14050,0,446.14
1012015,10,2,62691,1,6000,1,1,8,2,0,13.49,C,3.16,7325.89258,6000,0,203.59
1122015,0.5,3,36000,1,16100,2,1,6,1,0,11.71,B,27.8,17071.16,12085.83,0,355.79
1052012,3,2,85000,1,35000,2,1,6,2,1,20.3,E,16.39,3093.5,1169.59,0,619.88
1012014,4,1,49668,1,10525,1,1,6,1,0,7.9,A,7.27,11649.33,10525,0,329.33
1122014,2,1,30000,1,7200,1,1,6,2,0,15.96,C,5.2,9103.267064,7200,0,252.99
1042014,10,2,40000,1,18500,2,1,6,1,0,10.65,B,26.34,18877.39284,15775,0,340.24
1032013,10,3,40000,1,12000,1,1,6,2,0,13.49,C,16.2,13682.96,12000,0,407.17
1122014,5,3,100000,1,12000,1,1,1,1,0,11.71,B,6.58,14284.360009999999,12000,0,396.92
1122014,2,1,56312,1,3000,1,1,4,1,0,11.71,B,16.03,3571.612926,3000,0,99.23
1102012,10,1,54011,1,9500,1,1,6,2,0,16.29,D,18.51,10658.63,9500,0,335.36
1062013,2,1,49110,1,19775,1,1,6,1,0,12.42,B,17.57,22690.68,19775,0,660.79
1112013,0.5,1,75000,1,12000,2,1,1,2,1,14.65,C,16.13,7694.4,3606.06,1180.34,283.28
1062014,7,3,95000,1,28000,2,1,6,2,0,14.27,C,9.46,35909.92524,28000,0,655.44
1122014,2,1,80000,1,30000,1,1,6,1,0,12.42,B,22.23,36085.49537,30000,0,1002.46
1122014,9,3,55000,1,16000,1,1,6,1,0,10.65,B,13.33,18756.9152,16000,0,521.18
1122014,8,1,90000,1,14500,1,1,1,2,0,14.65,C,5.24,18004.14652,14500,0,500.17
1072013,3,1,68500,1,11700,2,1,1,2,0,14.65,C,18.17,14114.88,11700,0,276.2
1052014,4,1,100000,1,4150,1,1,6,1,0,10.65,B,1.99,4832.413691,4150,0,135.18
1122015,10,3,72000,1,15000,2,1,6,1,0,11.71,B,26.48,15888.94,11250.02,0,331.48
1122014,6,1,70000,1,24000,1,1,1,2,0,16.77,D,12.57,30690.74305,24000,0,852.93
1122012,5,1,37000,1,21250,1,1,4,1,1,12.42,B,14.27,8880.05,6569.76,43.53,710.08
1122014,10,2,75000,1,10000,1,1,6,2,0,14.27,C,13.46,12347.22348,10000,0,343.09
1102013,0.5,3,75000,1,25000,2,1,6,2,0,18.25,D,10.58,32063.87,25000,0,638.25
1032014,6,1,39000,1,4000,1,1,6,2,0,15.96,C,21.91,4926.28934,4000,0,140.55
1022014,0.5,1,60000,1,15000,1,1,6,1,0,11.71,B,8.86,17601.66322,15000,0,496.14
1112015,3,1,68000,1,20000,2,1,1,2,0,13.49,C,9.09,27154.14,20000,0,460.1
1022013,3,3,110000,2,15000,2,1,7,2,0,17.58,D,12.36,17833.36,15000,0,377.49
1122014,3,1,40000,1,3600,1,1,10,2,0,15.96,C,12.78,4552.777742,3600,0,126.5
1062015,5,2,31000,1,6000,2,1,6,2,0,19.03,E,20.13,8933.345858,6000,0,155.75
1112012,10,1,60000,1,15000,1,1,6,2,1,15.27,C,10.72,6379.19,3871.69,654.02,521.97
1042015,3,1,43000,1,12000,2,1,1,2,0,18.25,D,15.24,17492.77037,12000,0,306.36
1122012,6,1,42000,1,12375,1,1,6,1,0,7.51,A,28.06,13174.14,12375,0,385
1032013,6,1,30000,1,4000,1,1,7,1,1,12.69,B,17.6,2152.95,1481.95,144.45,134.18
1122014,10,3,50000,1,13000,1,1,6,1,0,10.65,B,20.11,15240.3572,13000,0,423.46
1042014,1,3,39396,1,5000,1,1,7,1,0,6.62,A,8.16,5495.244189999999,5000,0,153.52
1082013,7,2,98000,1,5000,1,1,1,2,0,15.96,C,19.63,6014.59,5000,0,175.69
1122014,10,1,62500,1,26000,1,1,1,1,0,11.71,B,16.55,30955.56242,26000,0,859.98
1092015,8,3,95000,1,15000,2,1,1,2,0,18.64,E,17.97,22595.34273,15000,0,386.15
1042013,10,1,45000,1,4000,2,1,12,2,1,19.91,E,15.2,1775.8,660.29,191.14,105.78
1062014,10,1,32400,1,8000,1,1,6,1,0,7.9,A,7.56,8976.638447,8000,0,250.33
1092013,6.05,3,37800,1,1700,1,1,7,1,1,7.9,A,27,1218.5,940.44,104.03,53.2
